Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:39:14.871000,GAS,10,,1.0,1.0,,,,0 days 00:00:56.543000,0 days 00:00:34.384000,,0 days 00:38:40.566000,0 days 00:39:14.968000,238.0,97.0,246.0,261.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 00:37:09.970000,2021-03-28 15:07:09.980,124,6.0,False,,False,False
0 days 00:41:37.134000,GAS,10,0 days 00:02:22.263000,2.0,1.0,,,0 days 00:00:45.220000,0 days 00:01:00.086000,0 days 00:00:36.957000,0 days 00:40:00.093000,0 days 00:41:00.179000,0 days 00:41:37.136000,120.0,134.0,182.0,236.0,True,MEDIUM,5.0,False,AlphaTauri,0 days 00:39:14.871000,2021-03-28 15:09:14.881,4,5.0,False,,False,False
0 days 00:44:09.738000,GAS,10,,3.0,1.0,,,0 days 00:00:42.591000,0 days 00:01:00.850000,0 days 00:00:49.169000,0 days 00:42:19.732000,0 days 00:43:20.626000,0 days 00:44:09.789000,217.0,99.0,176.0,229.0,False,MEDIUM,6.0,False,AlphaTauri,0 days 00:41:37.134000,2021-03-28 15:11:37.144,41,5.0,False,,False,False
0 days 00:46:16.510000,GAS,10,0 days 00:02:06.772000,4.0,1.0,,0 days 00:46:14.801000,0 days 00:00:33.336000,0 days 00:00:50.186000,0 days 00:00:43.250000,0 days 00:44:43.076000,0 days 00:45:33.262000,0 days 00:46:16.512000,229.0,202.0,,297.0,False,MEDIUM,7.0,False,AlphaTauri,0 days 00:44:09.738000,2021-03-28 15:14:09.748,1267,18.0,False,,False,False
0 days 00:48:28.044000,GAS,10,0 days 00:02:11.534000,5.0,2.0,0 days 00:46:53.133000,,0 days 00:01:05.748000,0 days 00:00:41.956000,0 days 00:00:23.830000,0 days 00:47:22.260000,0 days 00:48:04.216000,0 days 00:48:28.046000,231.0,251.0,275.0,213.0,False,HARD,1.0,True,AlphaTauri,0 days 00:46:16.510000,2021-03-28 15:16:16.520,71,19.0,False,,False,False
0 days 00:50:04.721000,GAS,10,0 days 00:01:36.677000,6.0,2.0,,,0 days 00:00:30.990000,0 days 00:00:41.802000,0 days 00:00:23.885000,0 days 00:48:59.036000,0 days 00:49:40.838000,0 days 00:50:04.723000,233.0,254.0,275.0,280.0,True,HARD,2.0,True,AlphaTauri,0 days 00:48:28.044000,2021-03-28 15:18:28.054,1,19.0,False,,False,True
0 days 00:51:41.675000,GAS,10,0 days 00:01:36.954000,7.0,2.0,,,0 days 00:00:31.176000,0 days 00:00:41.678000,0 days 00:00:24.100000,0 days 00:50:35.899000,0 days 00:51:17.577000,0 days 00:51:41.677000,232.0,252.0,274.0,282.0,False,HARD,3.0,True,AlphaTauri,0 days 00:50:04.721000,2021-03-28 15:20:04.731,1,19.0,False,,False,True
0 days 00:53:19.099000,GAS,10,0 days 00:01:37.424000,8.0,2.0,,,0 days 00:00:31.340000,0 days 00:00:41.981000,0 days 00:00:24.103000,0 days 00:52:13.017000,0 days 00:52:54.998000,0 days 00:53:19.101000,231.0,251.0,275.0,,False,HARD,4.0,True,AlphaTauri,0 days 00:51:41.675000,2021-03-28 15:21:41.685,1,19.0,False,,False,True
0 days 00:54:56.129000,GAS,10,0 days 00:01:37.030000,9.0,2.0,,,0 days 00:00:31.256000,0 days 00:00:41.911000,0 days 00:00:23.863000,0 days 00:53:50.357000,0 days 00:54:32.268000,0 days 00:54:56.131000,234.0,248.0,276.0,286.0,False,HARD,5.0,True,AlphaTauri,0 days 00:53:19.099000,2021-03-28 15:23:19.109,1,19.0,False,,False,True
0 days 00:56:33.504000,GAS,10,0 days 00:01:37.375000,10.0,2.0,,,0 days 00:00:31.296000,0 days 00:00:42.128000,0 days 00:00:23.951000,0 days 00:55:27.427000,0 days 00:56:09.555000,0 days 00:56:33.506000,233.0,245.0,274.0,285.0,False,HARD,6.0,True,AlphaTauri,0 days 00:54:56.129000,2021-03-28 15:24:56.139,1,19.0,False,,False,True
0 days 00:58:11.021000,GAS,10,0 days 00:01:37.517000,11.0,2.0,,,0 days 00:00:31.269000,0 days 00:00:42.075000,0 days 00:00:24.173000,0 days 00:57:04.775000,0 days 00:57:46.850000,0 days 00:58:11.023000,235.0,245.0,276.0,286.0,False,HARD,7.0,True,AlphaTauri,0 days 00:56:33.504000,2021-03-28 15:26:33.514,1,19.0,False,,False,True
0 days 00:59:49.075000,GAS,10,0 days 00:01:38.054000,12.0,2.0,,,0 days 00:00:31.415000,0 days 00:00:42.518000,0 days 00:00:24.121000,0 days 00:58:42.438000,0 days 00:59:24.956000,0 days 00:59:49.077000,233.0,242.0,275.0,287.0,False,HARD,8.0,True,AlphaTauri,0 days 00:58:11.021000,2021-03-28 15:28:11.031,1,19.0,False,,False,True
0 days 01:01:26.949000,GAS,10,0 days 00:01:37.874000,13.0,2.0,,,0 days 00:00:31.383000,0 days 00:00:42.312000,0 days 00:00:24.179000,0 days 01:00:20.460000,0 days 01:01:02.772000,0 days 01:01:26.951000,235.0,247.0,277.0,286.0,False,HARD,9.0,True,AlphaTauri,0 days 00:59:49.075000,2021-03-28 15:29:49.085,1,19.0,False,,False,True
0 days 01:03:05.251000,GAS,10,0 days 00:01:38.302000,14.0,2.0,,,0 days 00:00:31.450000,0 days 00:00:42.590000,0 days 00:00:24.262000,0 days 01:01:58.401000,0 days 01:02:40.991000,0 days 01:03:05.253000,233.0,244.0,276.0,287.0,False,HARD,10.0,True,AlphaTauri,0 days 01:01:26.949000,2021-03-28 15:31:26.959,1,19.0,False,,False,True
0 days 01:04:43.252000,GAS,10,0 days 00:01:38.001000,15.0,2.0,,,0 days 00:00:31.426000,0 days 00:00:42.398000,0 days 00:00:24.177000,0 days 01:03:36.679000,0 days 01:04:19.077000,0 days 01:04:43.254000,235.0,247.0,277.0,291.0,False,HARD,11.0,True,AlphaTauri,0 days 01:03:05.251000,2021-03-28 15:33:05.261,1,17.0,False,,False,True
0 days 01:06:21.245000,GAS,10,0 days 00:01:37.993000,16.0,2.0,,,0 days 00:00:31.359000,0 days 00:00:42.296000,0 days 00:00:24.338000,0 days 01:05:14.613000,0 days 01:05:56.909000,0 days 01:06:21.247000,233.0,248.0,276.0,287.0,False,HARD,12.0,True,AlphaTauri,0 days 01:04:43.252000,2021-03-28 15:34:43.262,1,17.0,False,,False,True
0 days 01:07:59.660000,GAS,10,0 days 00:01:38.415000,17.0,2.0,,,0 days 00:00:31.463000,0 days 00:00:42.478000,0 days 00:00:24.474000,0 days 01:06:52.710000,0 days 01:07:35.188000,0 days 01:07:59.662000,,250.0,275.0,290.0,False,HARD,13.0,True,AlphaTauri,0 days 01:06:21.245000,2021-03-28 15:36:21.255,1,17.0,False,,False,True
0 days 01:09:38.932000,GAS,10,0 days 00:01:39.272000,18.0,2.0,,,0 days 00:00:32.020000,0 days 00:00:43.035000,0 days 00:00:24.217000,0 days 01:08:31.682000,0 days 01:09:14.717000,0 days 01:09:38.934000,234.0,248.0,277.0,287.0,False,HARD,14.0,True,AlphaTauri,0 days 01:07:59.660000,2021-03-28 15:37:59.670,1,18.0,False,,False,True
0 days 01:11:19.770000,GAS,10,0 days 00:01:40.838000,19.0,2.0,,0 days 01:11:18.062000,0 days 00:00:31.607000,0 days 00:00:42.441000,0 days 00:00:26.790000,0 days 01:10:10.541000,0 days 01:10:52.982000,0 days 01:11:19.772000,233.0,246.0,,293.0,False,HARD,15.0,True,AlphaTauri,0 days 01:09:38.932000,2021-03-28 15:39:38.942,1,18.0,False,,False,False
0 days 01:13:19.060000,GAS,10,0 days 00:01:59.290000,20.0,3.0,0 days 01:11:42.399000,,0 days 00:00:52.568000,0 days 00:00:43.028000,0 days 00:00:23.694000,0 days 01:12:12.340000,0 days 01:12:55.368000,0 days 01:13:19.062000,232.0,245.0,276.0,221.0,False,MEDIUM,4.0,False,AlphaTauri,0 days 01:11:19.770000,2021-03-28 15:41:19.780,1,19.0,False,,False,False
0 days 01:14:55.543000,GAS,10,0 days 00:01:36.483000,21.0,3.0,,,0 days 00:00:31.029000,0 days 00:00:41.589000,0 days 00:00:23.865000,0 days 01:13:50.091000,0 days 01:14:31.680000,0 days 01:14:55.545000,234.0,248.0,276.0,281.0,True,MEDIUM,5.0,False,AlphaTauri,0 days 01:13:19.060000,2021-03-28 15:43:19.070,1,19.0,False,,False,True
0 days 01:16:32.018000,GAS,10,0 days 00:01:36.475000,22.0,3.0,,,0 days 00:00:31.002000,0 days 00:00:41.693000,0 days 00:00:23.780000,0 days 01:15:26.547000,0 days 01:16:08.240000,0 days 01:16:32.020000,236.0,247.0,276.0,288.0,True,MEDIUM,6.0,False,AlphaTauri,0 days 01:14:55.543000,2021-03-28 15:44:55.553,1,19.0,False,,False,True
0 days 01:18:08.439000,GAS,10,0 days 00:01:36.421000,23.0,3.0,,,0 days 00:00:30.929000,0 days 00:00:41.605000,0 days 00:00:23.887000,0 days 01:17:02.949000,0 days 01:17:44.554000,0 days 01:18:08.441000,235.0,245.0,277.0,289.0,True,MEDIUM,7.0,False,AlphaTauri,0 days 01:16:32.018000,2021-03-28 15:46:32.028,1,19.0,False,,False,True
0 days 01:19:44.958000,GAS,10,0 days 00:01:36.519000,24.0,3.0,,,0 days 00:00:30.931000,0 days 00:00:41.752000,0 days 00:00:23.836000,0 days 01:18:39.372000,0 days 01:19:21.124000,0 days 01:19:44.960000,233.0,248.0,277.0,290.0,False,MEDIUM,8.0,False,AlphaTauri,0 days 01:18:08.439000,2021-03-28 15:48:08.449,1,19.0,False,,False,True
0 days 01:21:21.430000,GAS,10,0 days 00:01:36.472000,25.0,3.0,,,0 days 00:00:31.071000,0 days 00:00:41.606000,0 days 00:00:23.795000,0 days 01:20:16.031000,0 days 01:20:57.637000,0 days 01:21:21.432000,235.0,251.0,278.0,286.0,False,MEDIUM,9.0,False,AlphaTauri,0 days 01:19:44.958000,2021-03-28 15:49:44.968,1,19.0,False,,False,True
0 days 01:22:58.320000,GAS,10,0 days 00:01:36.890000,26.0,3.0,,,0 days 00:00:31.036000,0 days 00:00:41.895000,0 days 00:00:23.959000,0 days 01:21:52.468000,0 days 01:22:34.363000,0 days 01:22:58.322000,234.0,254.0,290.0,290.0,False,MEDIUM,10.0,False,AlphaTauri,0 days 01:21:21.430000,2021-03-28 15:51:21.440,1,19.0,False,,False,True
0 days 01:24:34.714000,GAS,10,0 days 00:01:36.394000,27.0,3.0,,,0 days 00:00:30.790000,0 days 00:00:41.751000,0 days 00:00:23.853000,0 days 01:23:29.112000,0 days 01:24:10.863000,0 days 01:24:34.716000,235.0,251.0,276.0,320.0,True,MEDIUM,11.0,False,AlphaTauri,0 days 01:22:58.320000,2021-03-28 15:52:58.330,1,18.0,False,,False,True
0 days 01:26:11.226000,GAS,10,0 days 00:01:36.512000,28.0,3.0,,,0 days 00:00:31.016000,0 days 00:00:41.624000,0 days 00:00:23.872000,0 days 01:25:05.732000,0 days 01:25:47.356000,0 days 01:26:11.228000,234.0,248.0,277.0,285.0,False,MEDIUM,12.0,False,AlphaTauri,0 days 01:24:34.714000,2021-03-28 15:54:34.724,1,18.0,False,,False,True
0 days 01:27:47.443000,GAS,10,0 days 00:01:36.217000,29.0,3.0,,,0 days 00:00:31.085000,0 days 00:00:41.318000,0 days 00:00:23.814000,0 days 01:26:42.313000,0 days 01:27:23.631000,0 days 01:27:47.445000,237.0,254.0,277.0,286.0,True,MEDIUM,13.0,False,AlphaTauri,0 days 01:26:11.226000,2021-03-28 15:56:11.236,1,18.0,False,,False,True
0 days 01:29:23.504000,GAS,10,0 days 00:01:36.061000,30.0,3.0,,,0 days 00:00:30.907000,0 days 00:00:41.471000,0 days 00:00:23.683000,0 days 01:28:18.352000,0 days 01:28:59.823000,0 days 01:29:23.506000,236.0,252.0,277.0,,True,MEDIUM,14.0,False,AlphaTauri,0 days 01:27:47.443000,2021-03-28 15:57:47.453,1,18.0,False,,False,True
0 days 01:30:59.689000,GAS,10,0 days 00:01:36.185000,31.0,3.0,,,0 days 00:00:30.929000,0 days 00:00:41.516000,0 days 00:00:23.740000,0 days 01:29:54.435000,0 days 01:30:35.951000,0 days 01:30:59.691000,235.0,254.0,277.0,287.0,False,MEDIUM,15.0,False,AlphaTauri,0 days 01:29:23.504000,2021-03-28 15:59:23.514,1,18.0,False,,False,True
0 days 01:32:36.141000,GAS,10,0 days 00:01:36.452000,32.0,3.0,,,0 days 00:00:31.021000,0 days 00:00:41.576000,0 days 00:00:23.855000,0 days 01:31:30.712000,0 days 01:32:12.288000,0 days 01:32:36.143000,236.0,254.0,278.0,289.0,False,MEDIUM,16.0,False,AlphaTauri,0 days 01:30:59.689000,2021-03-28 16:00:59.699,1,18.0,False,,False,True
0 days 01:34:12.498000,GAS,10,0 days 00:01:36.357000,33.0,3.0,,,0 days 00:00:30.889000,0 days 00:00:41.684000,0 days 00:00:23.784000,0 days 01:33:07.032000,0 days 01:33:48.716000,0 days 01:34:12.500000,237.0,251.0,278.0,286.0,False,MEDIUM,17.0,False,AlphaTauri,0 days 01:32:36.141000,2021-03-28 16:02:36.151,1,16.0,False,,False,True
0 days 01:35:49.187000,GAS,10,0 days 00:01:36.689000,34.0,3.0,,,0 days 00:00:30.921000,0 days 00:00:41.690000,0 days 00:00:24.078000,0 days 01:34:43.421000,0 days 01:35:25.111000,0 days 01:35:49.189000,235.0,251.0,262.0,,False,MEDIUM,18.0,False,AlphaTauri,0 days 01:34:12.498000,2021-03-28 16:04:12.508,1,16.0,False,,False,True
0 days 01:37:27.932000,GAS,10,0 days 00:01:38.745000,35.0,3.0,,,0 days 00:00:32.757000,0 days 00:00:42.029000,0 days 00:00:23.959000,0 days 01:36:21.946000,0 days 01:37:03.975000,0 days 01:37:27.934000,232.0,250.0,281.0,249.0,False,MEDIUM,19.0,False,AlphaTauri,0 days 01:35:49.187000,2021-03-28 16:05:49.197,1,16.0,False,,False,True
0 days 01:39:04.823000,GAS,10,0 days 00:01:36.891000,36.0,3.0,,,0 days 00:00:30.936000,0 days 00:00:42.163000,0 days 00:00:23.792000,0 days 01:37:58.870000,0 days 01:38:41.033000,0 days 01:39:04.825000,240.0,255.0,278.0,300.0,False,MEDIUM,20.0,False,AlphaTauri,0 days 01:37:27.932000,2021-03-28 16:07:27.942,1,16.0,False,,False,True
0 days 01:40:41.559000,GAS,10,0 days 00:01:36.736000,37.0,3.0,,,0 days 00:00:30.983000,0 days 00:00:41.765000,0 days 00:00:23.988000,0 days 01:39:35.808000,0 days 01:40:17.573000,0 days 01:40:41.561000,239.0,253.0,278.0,295.0,False,MEDIUM,21.0,False,AlphaTauri,0 days 01:39:04.823000,2021-03-28 16:09:04.833,1,15.0,False,,False,True
0 days 01:42:18.487000,GAS,10,0 days 00:01:36.928000,38.0,3.0,,,0 days 00:00:31.193000,0 days 00:00:41.719000,0 days 00:00:24.016000,0 days 01:41:12.754000,0 days 01:41:54.473000,0 days 01:42:18.489000,236.0,251.0,276.0,288.0,False,MEDIUM,22.0,False,AlphaTauri,0 days 01:40:41.559000,2021-03-28 16:10:41.569,1,15.0,False,,False,True
0 days 01:43:58.074000,GAS,10,0 days 00:01:39.587000,39.0,3.0,,0 days 01:43:56.395000,0 days 00:00:31.306000,0 days 00:00:41.984000,0 days 00:00:26.297000,0 days 01:42:49.795000,0 days 01:43:31.779000,0 days 01:43:58.076000,237.0,255.0,,287.0,False,MEDIUM,23.0,False,AlphaTauri,0 days 01:42:18.487000,2021-03-28 16:12:18.497,1,16.0,False,,False,False
0 days 01:45:54.961000,GAS,10,0 days 00:01:56.887000,40.0,4.0,0 days 01:44:21.345000,,0 days 00:00:52.274000,0 days 00:00:41.219000,0 days 00:00:23.394000,0 days 01:44:50.350000,0 days 01:45:31.569000,0 days 01:45:54.963000,237.0,254.0,278.0,218.0,False,HARD,1.0,True,AlphaTauri,0 days 01:43:58.074000,2021-03-28 16:13:58.084,1,16.0,False,,False,False
0 days 01:47:29.521000,GAS,10,0 days 00:01:34.560000,41.0,4.0,,,0 days 00:00:30.500000,0 days 00:00:40.766000,0 days 00:00:23.294000,0 days 01:46:25.463000,0 days 01:47:06.229000,0 days 01:47:29.523000,235.0,258.0,279.0,287.0,True,HARD,2.0,True,AlphaTauri,0 days 01:45:54.961000,2021-03-28 16:15:54.971,1,16.0,False,,False,True
0 days 01:49:03.870000,GAS,10,0 days 00:01:34.349000,42.0,4.0,,,0 days 00:00:30.494000,0 days 00:00:40.611000,0 days 00:00:23.244000,0 days 01:48:00.017000,0 days 01:48:40.628000,0 days 01:49:03.872000,236.0,253.0,280.0,,True,HARD,3.0,True,AlphaTauri,0 days 01:47:29.521000,2021-03-28 16:17:29.531,1,16.0,False,,False,True
0 days 01:50:38.173000,GAS,10,0 days 00:01:34.303000,43.0,4.0,,,0 days 00:00:30.453000,0 days 00:00:40.681000,0 days 00:00:23.169000,0 days 01:49:34.325000,0 days 01:50:15.006000,0 days 01:50:38.175000,234.0,257.0,279.0,288.0,True,HARD,4.0,True,AlphaTauri,0 days 01:49:03.870000,2021-03-28 16:19:03.880,12,16.0,False,,False,True
0 days 01:52:13.151000,GAS,10,0 days 00:01:34.978000,44.0,4.0,,,0 days 00:00:30.912000,0 days 00:00:40.803000,0 days 00:00:23.263000,0 days 01:51:09.087000,0 days 01:51:49.890000,0 days 01:52:13.153000,238.0,259.0,280.0,286.0,False,HARD,5.0,True,AlphaTauri,0 days 01:50:38.173000,2021-03-28 16:20:38.183,1,16.0,False,,False,True
0 days 01:53:47.843000,GAS,10,0 days 00:01:34.692000,45.0,4.0,,,0 days 00:00:30.510000,0 days 00:00:40.766000,0 days 00:00:23.416000,0 days 01:52:43.663000,0 days 01:53:24.429000,0 days 01:53:47.845000,239.0,255.0,278.0,288.0,False,HARD,6.0,True,AlphaTauri,0 days 01:52:13.151000,2021-03-28 16:22:13.161,1,16.0,False,,False,True
0 days 01:55:22.073000,GAS,10,0 days 00:01:34.230000,46.0,4.0,,,0 days 00:00:30.414000,0 days 00:00:40.611000,0 days 00:00:23.205000,0 days 01:54:18.259000,0 days 01:54:58.870000,0 days 01:55:22.075000,,255.0,280.0,,True,HARD,7.0,True,AlphaTauri,0 days 01:53:47.843000,2021-03-28 16:23:47.853,1,16.0,False,,False,True
0 days 01:56:56.316000,GAS,10,0 days 00:01:34.243000,47.0,4.0,,,0 days 00:00:30.394000,0 days 00:00:40.589000,0 days 00:00:23.260000,0 days 01:55:52.469000,0 days 01:56:33.058000,0 days 01:56:56.318000,238.0,255.0,279.0,290.0,False,HARD,8.0,True,AlphaTauri,0 days 01:55:22.073000,2021-03-28 16:25:22.083,1,16.0,False,,False,True
0 days 01:58:30.406000,GAS,10,0 days 00:01:34.090000,48.0,4.0,,,0 days 00:00:30.355000,0 days 00:00:40.472000,0 days 00:00:23.263000,0 days 01:57:26.673000,0 days 01:58:07.145000,0 days 01:58:30.408000,240.0,259.0,280.0,292.0,True,HARD,9.0,True,AlphaTauri,0 days 01:56:56.316000,2021-03-28 16:26:56.326,1,16.0,False,,False,True
0 days 02:00:04.687000,GAS,10,0 days 00:01:34.281000,49.0,4.0,,,0 days 00:00:30.404000,0 days 00:00:40.524000,0 days 00:00:23.353000,0 days 01:59:00.812000,0 days 01:59:41.336000,0 days 02:00:04.689000,238.0,258.0,280.0,289.0,False,HARD,10.0,True,AlphaTauri,0 days 01:58:30.406000,2021-03-28 16:28:30.416,1,16.0,False,,False,True
0 days 02:01:39.033000,GAS,10,0 days 00:01:34.346000,50.0,4.0,,,0 days 00:00:30.520000,0 days 00:00:40.450000,0 days 00:00:23.376000,0 days 02:00:35.209000,0 days 02:01:15.659000,0 days 02:01:39.035000,,262.0,281.0,293.0,False,HARD,11.0,True,AlphaTauri,0 days 02:00:04.687000,2021-03-28 16:30:04.697,1,16.0,False,,False,True
0 days 02:03:13.983000,GAS,10,0 days 00:01:34.950000,51.0,4.0,,,0 days 00:00:30.673000,0 days 00:00:40.749000,0 days 00:00:23.528000,0 days 02:02:09.708000,0 days 02:02:50.457000,0 days 02:03:13.985000,236.0,255.0,281.0,289.0,False,HARD,12.0,True,AlphaTauri,0 days 02:01:39.033000,2021-03-28 16:31:39.043,1,16.0,False,,False,True
0 days 02:04:52.034000,GAS,10,0 days 00:01:38.051000,52.0,4.0,,0 days 02:04:50.340000,0 days 00:00:30.585000,0 days 00:00:40.930000,0 days 00:00:26.536000,0 days 02:03:44.570000,0 days 02:04:25.500000,0 days 02:04:52.036000,240.0,251.0,,294.0,False,HARD,13.0,True,AlphaTauri,0 days 02:03:13.983000,2021-03-28 16:33:13.993,1,16.0,False,,False,False
0 days 00:39:38.125000,PER,11,,1.0,2.0,0 days 00:37:22.315000,,,0 days 00:01:02.008000,0 days 00:00:41.807000,,0 days 00:38:56.399000,0 days 00:39:38.202000,231.0,88.0,180.0,204.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:37:09.970000,2021-03-28 15:07:09.980,124,20.0,False,,False,False
0 days 00:41:58.791000,PER,11,0 days 00:02:20.666000,2.0,2.0,,0 days 00:41:57.867000,0 days 00:00:43.624000,0 days 00:00:58.002000,0 days 00:00:39.040000,0 days 00:40:21.741000,0 days 00:41:19.743000,0 days 00:41:58.783000,212.0,243.0,,246.0,False,MEDIUM,5.0,False,Red Bull Racing,0 days 00:39:38.125000,2021-03-28 15:09:38.135,4,19.0,False,,False,False
0 days 00:44:14.037000,PER,11,0 days 00:02:15.246000,3.0,3.0,0 days 00:42:21.058000,,0 days 00:00:52.196000,0 days 00:00:44.804000,0 days 00:00:38.246000,0 days 00:42:50.979000,0 days 00:43:35.783000,0 days 00:44:14.029000,217.0,245.0,230.0,207.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:41:58.791000,2021-03-28 15:11:58.801,41,19.0,False,,False,False
0 days 00:46:12.761000,PER,11,0 days 00:01:58.724000,4.0,3.0,,,0 days 00:00:32.576000,0 days 00:00:44.118000,0 days 00:00:42.030000,0 days 00:44:46.605000,0 days 00:45:30.723000,0 days 00:46:12.753000,235.0,235.0,194.0,301.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:44:14.037000,2021-03-28 15:14:14.047,126,15.0,False,,False,False
0 days 00:47:52.771000,PER,11,0 days 00:01:40.010000,5.0,3.0,,,0 days 00:00:33.969000,0 days 00:00:41.874000,0 days 00:00:24.167000,0 days 00:46:46.722000,0 days 00:47:28.596000,0 days 00:47:52.763000,,254.0,289.0,203.0,True,HARD,3.0,True,Red Bull Racing,0 days 00:46:12.761000,2021-03-28 15:16:12.771,671,15.0,False,,False,False
0 days 00:49:30.251000,PER,11,0 days 00:01:37.480000,6.0,3.0,,,0 days 00:00:31.026000,0 days 00:00:42.516000,0 days 00:00:23.938000,0 days 00:48:23.789000,0 days 00:49:06.305000,0 days 00:49:30.243000,,254.0,287.0,298.0,True,HARD,4.0,True,Red Bull Racing,0 days 00:47:52.771000,2021-03-28 15:17:52.781,1,14.0,False,,False,True
0 days 00:51:08.142000,PER,11,0 days 00:01:37.891000,7.0,3.0,,,0 days 00:00:31.138000,0 days 00:00:42.550000,0 days 00:00:24.203000,0 days 00:50:01.381000,0 days 00:50:43.931000,0 days 00:51:08.134000,232.0,251.0,288.0,319.0,False,HARD,5.0,True,Red Bull Racing,0 days 00:49:30.251000,2021-03-28 15:19:30.261,1,14.0,False,,False,True
0 days 00:52:45.276000,PER,11,0 days 00:01:37.134000,8.0,3.0,,,0 days 00:00:30.782000,0 days 00:00:42.189000,0 days 00:00:24.163000,0 days 00:51:38.916000,0 days 00:52:21.105000,0 days 00:52:45.268000,233.0,254.0,278.0,324.0,True,HARD,6.0,True,Red Bull Racing,0 days 00:51:08.142000,2021-03-28 15:21:08.152,1,13.0,False,,False,True
0 days 00:54:22.657000,PER,11,0 days 00:01:37.381000,9.0,3.0,,,0 days 00:00:31.219000,0 days 00:00:42.036000,0 days 00:00:24.126000,0 days 00:53:16.487000,0 days 00:53:58.523000,0 days 00:54:22.649000,236.0,252.0,289.0,284.0,False,HARD,7.0,True,Red Bull Racing,0 days 00:52:45.276000,2021-03-28 15:22:45.286,1,13.0,False,,False,True
0 days 00:55:59.445000,PER,11,0 days 00:01:36.788000,10.0,3.0,,,0 days 00:00:30.949000,0 days 00:00:41.877000,0 days 00:00:23.962000,0 days 00:54:53.598000,0 days 00:55:35.475000,0 days 00:55:59.437000,235.0,256.0,288.0,310.0,True,HARD,8.0,True,Red Bull Racing,0 days 00:54:22.657000,2021-03-28 15:24:22.667,1,12.0,False,,False,True
0 days 00:57:37.282000,PER,11,0 days 00:01:37.837000,11.0,3.0,,,0 days 00:00:30.950000,0 days 00:00:42.605000,0 days 00:00:24.282000,0 days 00:56:30.387000,0 days 00:57:12.992000,0 days 00:57:37.274000,,249.0,289.0,305.0,False,HARD,9.0,True,Red Bull Racing,0 days 00:55:59.445000,2021-03-28 15:25:59.455,1,12.0,False,,False,True
0 days 00:59:15.270000,PER,11,0 days 00:01:37.988000,12.0,3.0,,,0 days 00:00:31.132000,0 days 00:00:42.514000,0 days 00:00:24.342000,0 days 00:58:08.406000,0 days 00:58:50.920000,0 days 00:59:15.262000,229.0,255.0,288.0,320.0,False,HARD,10.0,True,Red Bull Racing,0 days 00:57:37.282000,2021-03-28 15:27:37.292,1,10.0,False,,False,True
0 days 01:00:52.219000,PER,11,0 days 00:01:36.949000,13.0,3.0,,,0 days 00:00:30.729000,0 days 00:00:42.111000,0 days 00:00:24.109000,0 days 00:59:45.991000,0 days 01:00:28.102000,0 days 01:00:52.211000,,256.0,282.0,313.0,False,HARD,11.0,True,Red Bull Racing,0 days 00:59:15.270000,2021-03-28 15:29:15.280,1,6.0,False,,False,True
0 days 01:02:29.089000,PER,11,0 days 00:01:36.870000,14.0,3.0,,,0 days 00:00:31.210000,0 days 00:00:41.745000,0 days 00:00:23.915000,0 days 01:01:23.421000,0 days 01:02:05.166000,0 days 01:02:29.081000,228.0,256.0,276.0,300.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:00:52.219000,2021-03-28 15:30:52.229,1,5.0,False,,False,True
0 days 01:04:05.942000,PER,11,0 days 00:01:36.853000,15.0,3.0,,,0 days 00:00:31.021000,0 days 00:00:41.689000,0 days 00:00:24.143000,0 days 01:03:00.102000,0 days 01:03:41.791000,0 days 01:04:05.934000,231.0,260.0,273.0,282.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:02:29.089000,2021-03-28 15:32:29.099,1,4.0,False,,False,True
0 days 01:05:42.468000,PER,11,0 days 00:01:36.526000,16.0,3.0,,,0 days 00:00:31.128000,0 days 00:00:41.398000,0 days 00:00:24,0 days 01:04:37.062000,0 days 01:05:18.460000,0 days 01:05:42.460000,235.0,259.0,273.0,288.0,True,HARD,14.0,True,Red Bull Racing,0 days 01:04:05.942000,2021-03-28 15:34:05.952,1,4.0,False,,False,True
0 days 01:07:19.530000,PER,11,0 days 00:01:37.062000,17.0,3.0,,,0 days 00:00:31.212000,0 days 00:00:41.698000,0 days 00:00:24.152000,0 days 01:06:13.672000,0 days 01:06:55.370000,0 days 01:07:19.522000,236.0,257.0,271.0,285.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:05:42.468000,2021-03-28 15:35:42.478,1,3.0,False,,False,True
